metric;timestamp;ts_join;type;rt1_value;rt2_value;rt3_value;rt4_value;rt5_value;rt6_value;rt7_value;rt8_value;rt9_value;rt10_value;dt4 - Média ;DT4 - MI
Table.ReadLatency.lucasdb.iot_data_dt;1511040089;50368002;mean;0,039116;0,040402;0,038938;0,033273;0,039062;0,036484;0,155213;0,029661;0,041661;0,167508;0,0621318;0,053018625
Table.ReadLatency.lucasdb.iot_data_dt;1511040119;50368003;mean;0,050441;0,069272;0,039533;0,06043;0,079056;0,11557;0,321164;0,050879;0,115727;0,077372;0,0979444;0,077343375
Table.ReadLatency.lucasdb.iot_data_dt;1511040149;50368004;mean;0,058078;0,065026;0,08181;0,073457;0,086109;0,130709;0,228536;0,071457;0,096542;0,063622;0,0955346;0,0835915
Table.ReadLatency.lucasdb.iot_data_dt;1511040179;50368005;mean;0,077022;0,08303;0,120095;0,089172;0,082684;0,130869;0,141199;0,066976;0,082325;0,0552;0,0928572;0,091521625
Table.ReadLatency.lucasdb.iot_data_dt;1511040209;50368006;mean;0,078759;0,098021;0,080052;0,116365;0,105079;0,127334;0,119516;0,13168;0,107844;0,062357;0,1027007;0,10412125
Table.ReadLatency.lucasdb.iot_data_dt;1511040239;50368007;mean;0,085758;0,102038;0,07747;0,118833;0,115238;0,117961;0,117734;0,137737;0,103339;0,288641;0,1264749;0,11232975
Table.ReadLatency.lucasdb.iot_data_dt;1511040269;50368008;mean;0,088894;0,092373;2,01945;0,097264;0,091567;0,129408;0,123639;0,14502;0,084108;0,28855;0,3160273;0,132089375
Table.ReadLatency.lucasdb.iot_data_dt;1511040299;50368009;mean;0,119938;0,101136;1,072245;0,106376;0,377892;0,176511;0,103133;0,090309;0,10755;0,088605;0,2343695;0,147855625
Table.ReadLatency.lucasdb.iot_data_dt;1511040329;50368010;mean;0,145382;0,110347;0,819037;0,150771;0,350755;0,150641;0,153274;0,604485;0,149478;0,091653;0,2725823;0,226891625
Table.ReadLatency.lucasdb.iot_data_dt;1511040359;50368011;mean;0,125154;0,100024;0,849518;0,198422;0,134666;0,164615;0,323405;0,346146;0,167012;0,101864;0,2510826;0,1951605
Table.ReadLatency.lucasdb.iot_data_dt;1511040389;50368012;mean;0,155923;0,106225;0,119489;0,160457;0,130838;0,164294;0,301951;0,574843;0,136306;0,300323;0,2150649;0,183697625
Table.ReadLatency.lucasdb.iot_data_dt;1511040419;50368013;mean;0,247905;0,112925;0,194167;0,115621;0,165071;0,1745;0,152452;0,369569;0,277226;0,30715;0,2116586;0,2042615
Table.ReadLatency.lucasdb.iot_data_dt;1511040449;50368014;mean;0,191802;0,131843;0,167202;0,113846;0,191765;0,214805;0,138275;0,463041;0,313494;0,095593;0,2021666;0,182879
Table.ReadLatency.lucasdb.iot_data_dt;1511040479;50368015;mean;0,208851;0,1131;0,193936;0,388924;0,133637;0,141699;0,127251;0,462752;0,128743;0,111487;0,201038;0,179517625
Table.ReadLatency.lucasdb.iot_data_dt;1511040509;50368016;mean;0,20439;0,113547;0,215836;0,372794;0,149578;0,260791;0,14204;0,201817;0,136595;0,369102;0,216649;0,210018625
Table.ReadLatency.lucasdb.iot_data_dt;1511040539;50368017;mean;0,147482;0,128146;0,269951;0,368595;0,144564;0,267599;0,149212;0,396045;0,15591;0,340116;0,236762;0,230428625
Table.ReadLatency.lucasdb.iot_data_dt;1511040569;50368018;mean;0,148874;0,12509;0,229053;0,214697;0,313854;0,387179;0,184878;0,380787;0,209267;0,302688;0,2496367;0,24801225
Table.ReadLatency.lucasdb.iot_data_dt;1511040599;50368019;mean;0,223756;0,146094;0,160633;0,193349;0,379449;0,425795;0,179333;0,319169;0,232345;0,095768;0,2355691;0,229266
Table.ReadLatency.lucasdb.iot_data_dt;1511040629;50368020;mean;0,220424;0,192873;0,184032;0,314683;0,438988;0,24371;0,17673;0,326157;0,229086;0,105629;0,2432312;0,235961875
Table.ReadLatency.lucasdb.iot_data_dt;1511040659;50368021;mean;0,292835;0,217578;0,237106;0,329613;0,381472;0,238951;0,16151;0,243582;0,216157;0,111749;0,2430553;0,2421665
Table.ReadLatency.lucasdb.iot_data_dt;1511040689;50368022;mean;0,301239;0,297512;0,298029;0,206852;0,259666;0,261386;0,146743;0,197293;0,490299;0,139468;0,2598487;0,24609
Table.ReadLatency.lucasdb.iot_data_dt;1511040719;50368023;mean;0,191603;0,287259;0,272632;0,212861;0,215423;0,241522;0,143724;0,352495;0,472824;0,159662;0,2550005;0,241682125
Table.ReadLatency.lucasdb.iot_data_dt;1511040749;50368024;mean;0,205451;0,161289;0,230733;0,446465;0,232071;0,25002;0,14736;0,362583;0,210662;0,130526;0,237716;0,225021125
Table.ReadLatency.lucasdb.iot_data_dt;1511040779;50368025;mean;0,387918;0,161225;0,330158;0,580988;0,262268;0,759037;0,229038;0,172017;0,240687;0,119669;0,3243005;0,295537375
Table.ReadLatency.lucasdb.iot_data_dt;1511040809;50368026;mean;0,39015;0,209236;0,31356;0,657981;0,270062;0,84058;0,268254;0,20564;0,26021;0,201117;0,361679;0,321886625
Table.ReadLatency.lucasdb.iot_data_dt;1511040839;50368027;mean;0,203765;0,227351;0,24049;0,520976;0,356634;0,313056;0,228102;0,218116;0,251373;0,196351;0,2756214;0,254860875
Table.ReadLatency.lucasdb.iot_data_dt;1511040869;50368028;mean;0,255309;0,237858;0,220831;0,246633;0,327615;0,309573;0,188587;0,222391;0,312521;0,146491;0,2467809;0,249212875
Table.ReadLatency.lucasdb.iot_data_dt;1511040899;50368029;mean;0,276277;0,227445;0,302648;0,301248;0,342576;0,330932;0,206041;0,232298;0,334954;0,155401;0,270982;0,276480375
Table.ReadLatency.lucasdb.iot_data_dt;1511040929;50368030;mean;0,313485;0,207921;0,483442;0,296115;0,395915;0,338655;0,429249;0,439705;0,292205;0,159739;0,3356431;0,33915625
Table.ReadLatency.lucasdb.iot_data_dt;1511040959;50368031;mean;0,340295;0,214325;0,461834;0,519492;0,367551;0,518978;0,416893;0,586187;0,534765;0,393186;0,4353506;0,44412425
Table.ReadLatency.lucasdb.iot_data_dt;1511040989;50368032;mean;0,33965;2,092657;0,488367;0,569142;0,433524;0,511933;0,240145;0,484716;0,549763;0,416899;0,6126796;0,47424925
Table.ReadLatency.lucasdb.iot_data_dt;1511041019;50368033;mean;0,313466;3,45742;0,492212;0,302144;14,913968;0,287687;0,237045;0,546696;0,253578;0,985406;2,1789622;0,829826125
Table.ReadLatency.lucasdb.iot_data_dt;1511041049;50368034;mean;0,381609;2,257596;0,251692;0,357265;14,098261;0,290235;0,364019;0,615892;0,317213;0,929889;1,9863671;0,68921475
Table.ReadLatency.lucasdb.iot_data_dt;1511041079;50368035;mean;0,36589;2,346475;0,304352;0,393837;0,900254;0,345862;0,403199;0,653086;0,493824;1,88049;0,8087269;0,67955525
Table.ReadLatency.lucasdb.iot_data_dt;1511041109;50368036;mean;0,406946;2,728356;0,309084;1,238477;1,222513;0,391462;0,273144;0,269653;0,564819;1,922229;0,9326683;0,79108425
Table.ReadLatency.lucasdb.iot_data_dt;1511041139;50368037;mean;0,362938;2,710115;0,328866;1,363265;1,271625;0,354664;0,307213;0,303291;0,496518;0,494373;0,7992868;0,62243275
Table.ReadLatency.lucasdb.iot_data_dt;1511041169;50368038;mean;1,406455;3,955877;0,359426;0,78459;1,069674;0,372427;0,28866;0,291258;0,408943;0,452539;0,9389849;0,643164
Table.ReadLatency.lucasdb.iot_data_dt;1511041199;50368039;mean;3,475451;5,8802;0,337876;1,820794;2,362125;0,468429;0,271333;0,311503;1,483142;1,000219;1,7411072;1,407442375
Table.ReadLatency.lucasdb.iot_data_dt;1511041233;50368041;mean;38,379711;21,311611;1,390529;7,265875;5,86873;5,064164;0,287656;2,758132;4,401472;8,042067;9,4769947;7,0128225
Table.ReadLatency.lucasdb.iot_data_dt;1511041259;50368041;mean;49,609214;21,311611;1,390529;7,265875;5,86873;5,064164;0,287656;2,758132;4,401472;8,042067;10,599945;7,0128225
Table.ReadLatency.lucasdb.iot_data_dt;1511041291;50368043;mean;66,574272;27,950154;13,077695;9,964718;43,612337;92,977075;94,300443;12,018005;8,31471;34,878832;40,3668241;37,631636
Table.ReadLatency.lucasdb.iot_data_dt;1511041319;50368043;mean;19,925075;27,950154;13,077695;9,964718;43,612337;92,977075;94,300443;12,018005;8,31471;34,878832;35,7019044;31,80048638
Table.ReadLatency.lucasdb.iot_data_dt;1511041349;50368044;mean;54,901922;41,802047;9,818874;9,976243;7,490786;68,544188;126,97194;9,218319;39,061196;13,367093;38,1152608;30,83623525
Table.ReadLatency.lucasdb.iot_data_dt;1511041379;50368045;mean;48,773215;39,577828;14,266595;27,024703;18,550359;109,694683;14,843198;21,671675;39,239749;14,312224;34,7954229;27,99911888
Table.ReadLatency.lucasdb.iot_data_dt;1511041409;50368046;mean;14,027907;23,894511;30,874018;22,995521;25,859479;37,509502;51,258438;27,531085;32,268886;39,634832;30,5854179;30,07097925
Table.ReadLatency.lucasdb.iot_data_dt;1511041439;50368047;mean;12,397619;17,150806;24,893569;17,512086;19,881524;29,332159;27,314213;14,827948;21,741086;32,977967;21,8028977;21,58167388
Table.ReadLatency.lucasdb.iot_data_dt;1511041469;50368048;mean;12,801437;16,129416;20,724905;18,860574;16,068133;25,840596;40,751661;13,410321;23,738617;12,648802;20,0974462;18,44674988
Table.ReadLatency.lucasdb.iot_data_dt;1511041499;50368049;mean;14,870742;14,400544;28,21287;16,35521;19,931894;22,330015;41,961095;15,590006;21,11358;11,036141;20,5802097;19,10060763
Table.ReadLatency.lucasdb.iot_data_dt;1511041529;50368050;mean;20,566249;19,592101;26,583604;24,465912;17,034336;15,41696;15,709549;14,010702;15,694631;11,749563;18,0823607;17,811305
Table.ReadLatency.lucasdb.iot_data_dt;1511041559;50368051;mean;20,762917;19,449647;22,237559;25,53628;16,208511;20,780919;20,133168;36,094522;17,368063;12,377688;21,0949274;20,309633
Table.ReadLatency.lucasdb.iot_data_dt;1511041591;50368053;mean;27,513519;18,211301;21,8787;14,859442;15,049921;12,32672;16,502373;15,368095;19,040695;10,324315;17,1075081;16,65465588
Table.ReadLatency.lucasdb.iot_data_dt;1511041619;50368053;mean;37,359294;18,211301;21,8787;14,859442;15,049921;12,32672;16,502373;15,368095;19,040695;10,324315;18,0920856;16,65465588
Table.ReadLatency.lucasdb.iot_data_dt;1511041649;50368054;mean;42,522564;82,160825;23,676525;16,578253;15,492335;14,637073;53,216712;40,762205;50,817515;21,538502;36,1402509;33,07557638
Table.ReadLatency.lucasdb.iot_data_dt;1511041679;50368055;mean;15,471635;74,181386;21,363166;62,325382;174,336661;70,123181;55,05975;46,852825;56,253895;23,789093;59,9756974;51,24358475
Table.ReadLatency.lucasdb.iot_data_dt;1511041709;50368056;mean;19,001657;13,297492;19,112895;59,837681;100,643512;70,601465;18,230544;23,700444;53,225674;21,4689;39,9120264;35,6474075
Table.ReadLatency.lucasdb.iot_data_dt;1511041739;50368057;mean;22,683222;10,968596;17,726223;21,258324;61,536597;34,824129;23,951143;37,21399;40,341087;26,582677;29,7085988;28,07259938
Table.ReadLatency.lucasdb.iot_data_dt;1511041769;50368058;mean;20,889037;13,866848;14,701574;21,927691;59,360974;27,941728;18,895836;29,600598;25,564819;39,726209;27,2475314;24,9059365
Table.ReadLatency.lucasdb.iot_data_dt;1511041799;50368059;mean;16,541021;16,915009;13,173951;18,347449;15,306224;24,789642;16,747765;16,850606;26,315434;33,472555;19,8459656;18,97664375
Table.ReadLatency.lucasdb.iot_data_dt;1511041831;50368061;mean;89,776097;40,228126;15,738518;12,729758;15,245461;12,516016;45,48097;132,51596;106,585775;38,368313;50,9184994;45,51912725
Table.ReadLatency.lucasdb.iot_data_dt;1511041859;50368061;mean;97,60542;40,228126;15,738518;12,729758;15,245461;12,516016;45,48097;132,51596;106,585775;38,368313;51,7014317;46,49779263
Table.ReadLatency.lucasdb.iot_data_dt;1511041889;50368062;mean;93,791529;40,836871;43,201354;23,212819;34,33874;16,578191;45,846567;105,533327;75,721963;36,213857;51,5275218;49,1454625
Table.ReadLatency.lucasdb.iot_data_dt;1511041919;50368063;mean;23,831331;19,031217;41,241142;13,13175;31,044242;16,563805;18,49783;47,866345;40,242398;23,565946;27,5016006;26,75223888
Table.ReadLatency.lucasdb.iot_data_dt;1511041949;50368064;mean;33,467193;19,867504;16,493593;26,168425;13,546035;15,072755;17,090135;47,859412;43,360002;23,111402;25,6036456;24,32887613
Table.ReadLatency.lucasdb.iot_data_dt;1511041979;50368065;mean;37,216764;23,652448;16,011129;22,748164;11,857274;15,77226;20,67235;20,435947;17,195692;21,567323;20,7129351;19,75691413
Table.ReadLatency.lucasdb.iot_data_dt;1511042009;50368066;mean;26,232851;23,897594;23,369935;27,081644;16,427281;15,814718;20,974417;27,961713;18,373311;27,168103;22,7301567;22,940642
Table.ReadLatency.lucasdb.iot_data_dt;1511042039;50368067;mean;38,164869;25,922955;29,279228;27,318608;21,186066;29,833181;20,580585;24,812819;20,220978;25,027819;26,2347108;25,49515763
Table.ReadLatency.lucasdb.iot_data_dt;1511042069;50368068;mean;42,100879;30,783269;31,446035;29,610245;27,715193;37,605068;20,670429;30,992507;20,544876;32,329927;30,3798428;30,14408413
Table.ReadLatency.lucasdb.iot_data_dt;1511042099;50368069;mean;36,123179;27,260688;26,557008;28,275451;35,04296;28,976843;23,035895;27,874767;21,596836;31,381279;28,6124906;28,55061138
Table.ReadLatency.lucasdb.iot_data_dt;1511042129;50368070;mean;43,314586;29,768456;22,485346;43,382204;32,368813;30,515551;35,40026;30,505677;28,8223;30,152388;32,6715581;32,60600388
Table.ReadLatency.lucasdb.iot_data_dt;1511042159;50368071;mean;107,130627;43,572237;27,992854;46,696009;81,794466;41,784548;62,725064;42,835328;49,530204;36,57763;54,0638967;50,68943575
Table.ReadLatency.lucasdb.iot_data_dt;1511042189;50368072;mean;83,970978;47,938954;150,712614;125,909182;89,507736;39,919197;60,015109;220,541946;67,412908;295,092597;118,1021221;105,7511784
Table.ReadLatency.lucasdb.iot_data_dt;1511042219;50368073;mean;70,222471;40,289576;97,655331;104,84849;92,679665;80,139656;47,311137;146,735141;53,271211;185,419907;91,8572585;86,60788775
Table.ReadLatency.lucasdb.iot_data_dt;1511042249;50368074;mean;59,610331;37,11244;99,069234;49,440867;68,220254;74,221342;50,452685;103,192823;48,672986;146,486916;73,6479878;69,11006525
Table.ReadLatency.lucasdb.iot_data_dt;1511042279;50368075;mean;43,290483;33,586243;91,174419;44,267574;66,023927;47,047288;38,175558;90,771307;37,176155;127,972818;61,9485772;57,24083888
Table.ReadLatency.lucasdb.iot_data_dt;1511042309;50368076;mean;71,214071;50,879071;40,844379;48,683856;67,136726;41,838182;42,610813;82,467441;44,809215;78,596091;56,9079845;55,72100313
Table.ReadLatency.lucasdb.iot_data_dt;1511042339;50368077;mean;71,506869;44,934014;42,190543;59,169914;42,563778;44,632446;35,07756;52,812572;53,533559;56,945815;50,336707;49,59783013
Table.ReadLatency.lucasdb.iot_data_dt;1511042369;50368078;mean;39,320523;40,129038;41,736319;57,824757;49,599546;46,589129;38,108182;46,812095;47,406547;50,541645;45,8067781;45,26685525
Table.ReadLatency.lucasdb.iot_data_dt;1511042399;50368079;mean;45,400898;43,347999;46,495948;42,723536;51,515169;39,154147;39,674131;52,469214;55,640587;44,848338;46,1269967;45,80940413
Table.ReadLatency.lucasdb.iot_data_dt;1511042435;50368081;mean;56,399149;55,676463;42,638919;58,054533;57,703676;63,822436;79,659528;76,408752;54,605445;60,835361;60,5804262;60,43822688
Table.ReadLatency.lucasdb.iot_data_dt;1511042459;50368081;mean;53,739289;55,676463;42,638919;58,054533;57,703676;63,822436;79,659528;76,408752;54,605445;60,835361;60,3144402;60,10574438
Table.ReadLatency.lucasdb.iot_data_dt;1511042489;50368082;mean;75,608546;67,553813;65,427692;71,138417;60,198582;58,276239;72,012175;71,232579;55,912181;134,124749;73,1484973;67,68100538
Table.ReadLatency.lucasdb.iot_data_dt;1511042519;50368083;mean;73,112699;88,357487;82,9528;106,078476;114,354692;138,26403;76,422191;84,019225;64,491272;190,220556;101,8273428;95,4452
Table.ReadLatency.lucasdb.iot_data_dt;1511042549;50368084;mean;99,613467;112,207403;85,121359;111,538258;154,543093;125,667014;125,953857;94,124;90,307675;206,27228;120,5348406;114,2443459
Table.ReadLatency.lucasdb.iot_data_dt;1511042579;50368085;mean;144,872734;117,261952;118,316265;109,068357;171,864369;151,699842;187,426728;155,239805;108,252161;203,601318;146,7603531;144,4687565
Table.ReadLatency.lucasdb.iot_data_dt;1511042609;50368086;mean;146,751821;120,825144;127,862082;178,262545;180,431365;180,289029;175,236269;187,107679;114,563042;155,281329;156,6610305;158,117448
Table.ReadLatency.lucasdb.iot_data_dt;1511042641;50368088;mean;191,544759;182,921708;203,744638;263,330937;254,326425;156,294752;321,29593;178,950464;178,203407;179,085586;210,9698606;204,0134905
Table.ReadLatency.lucasdb.iot_data_dt;1511042669;50368088;mean;343,024143;182,921708;203,744638;263,330937;254,326425;156,294752;321,29593;178,950464;178,203407;179,085586;226,117799;220,2323869
Table.ReadLatency.lucasdb.iot_data_dt;1511042699;50368089;mean;266,814442;170,944471;239,323052;293,913657;214,468397;144,172138;276,235494;190,667281;175,121267;189,029802;216,0690001;215,3255258
Table.ReadLatency.lucasdb.iot_data_dt;1511042729;50368090;mean;336,920203;196,513273;158,118211;225,548866;254,804545;207,734428;299,663687;165,330051;120,127639;223,797399;218,8558302;216,4388075
Table.ReadLatency.lucasdb.iot_data_dt;1511042759;50368091;mean;304,282387;222,036804;138,296372;196,68213;191,057589;212,207175;294,097056;196,616498;140,133688;215,943878;211,1353577;208,5968523
Table.ReadLatency.lucasdb.iot_data_dt;1511042789;50368092;mean;296,317856;212,384392;179,997155;162,004513;231,313228;222,231669;295,393885;215,398519;200,838224;203,598717;221,9478158;220,1444736
Table.ReadLatency.lucasdb.iot_data_dt;1511042819;50368093;mean;302,49606;271,427519;193,294736;194,721806;248,68471;241,007927;201,037476;199,25134;203,589708;192,7864;224,8297682;219,1269028
Table.ReadLatency.lucasdb.iot_data_dt;1511042849;50368094;mean;175,759733;302,133647;176,710748;198,203758;203,016684;258,090538;166,887561;190,289449;151,863706;234,331426;205,728725;200,4112371
Table.ReadLatency.lucasdb.iot_data_dt;1511042879;50368095;mean;213,634795;272,39986;213,500291;219,78495;239,367399;244,798387;185,799915;185,008655;209,769411;219,802506;220,3866169;218,3072068
Table.ReadLatency.lucasdb.iot_data_dt;1511042909;50368096;mean;217,480367;255,028521;214,562021;267,535003;257,161308;224,851248;183,082412;184,042996;272,856124;234,389341;231,0989341;231,8813506
Table.ReadLatency.lucasdb.iot_data_dt;1511042939;50368097;mean;271,431513;269,464265;286,026456;269,915375;246,195161;230,570925;171,627501;217,116753;227,765913;233,141591;242,3255453;245,700187
Table.ReadLatency.lucasdb.iot_data_dt;1511042969;50368098;mean;242,775875;230,225452;280,125739;288,330574;272,033784;223,20086;220,486349;248,803877;225,928228;219,776373;245,1687111;242,9475205
Table.ReadLatency.lucasdb.iot_data_dt;1511042999;50368099;mean;254,175791;306,779209;247,068171;237,757858;231,138011;226,178251;237,011119;255,406624;270,5558;189,624462;245,5695296;244,9114531
Table.ReadLatency.lucasdb.iot_data_dt;1511043029;50368100;mean;239,728015;327,12445;279,36554;248,584747;238,492961;262,493443;280,491892;294,635344;236,691617;263,929818;267,1537827;263,46522
Table.ReadLatency.lucasdb.iot_data_dt;1511043059;50368101;mean;214,916051;312,050664;262,29112;238,396026;313,404795;230,448697;264,466039;266,743081;250,953661;269,576816;262,324695;261,865763
Table.ReadLatency.lucasdb.iot_data_dt;1511043089;50368102;mean;234,575428;261,665675;264,146344;211,898824;349,037149;330,291731;252,527446;254,337084;245,540266;183,5882;258,7608147;256,8728498
Table.ReadLatency.lucasdb.iot_data_dt;1511043119;50368103;mean;255,429828;239,332009;286,312743;271,897916;363,697417;309,010278;293,056843;303,61477;264,725;207,231802;279,4308606;277,9224234
Table.ReadLatency.lucasdb.iot_data_dt;1511043149;50368104;mean;206,315785;244,135114;302,810992;306,694345;406,609226;369,888308;397,075177;283,30528;250,015489;197,492755;296,4342471;295,0300613
Table.ReadLatency.lucasdb.iot_data_dt;1511043179;50368105;mean;254,104808;213,769675;325,866881;280,488024;356,252443;329,406547;387,485469;357,213907;262,225965;198,159917;296,4973636;297,4160313
Table.ReadLatency.lucasdb.iot_data_dt;1511043209;50368106;mean;256,744489;256,11209;384,706241;232,724978;404,204048;310,222609;314,534289;330,6355;262,730185;174,052619;292,6667048;293,5512976
Table.ReadLatency.lucasdb.iot_data_dt;1511043239;50368107;mean;207,838334;268,78399;393,86925;267,631055;422,086045;283,159636;314,390109;280,041955;229,554213;315,959147;298,3313734;294,1736694
Table.ReadLatency.lucasdb.iot_data_dt;1511043269;50368108;mean;231,036194;213,781034;383,194422;283,910535;433,717101;214,066505;341,564424;301,884416;243,449982;290,248956;293,6853569;286,1694293
Table.ReadLatency.lucasdb.iot_data_dt;1511043299;50368109;mean;214,468352;219,747035;428,700038;235,5104;400,030449;224,917556;297,803426;266,968544;272,802256;299,918126;286,0866182;277,212224
Table.ReadLatency.lucasdb.iot_data_dt;1511043329;50368110;mean;400,457748;219,090651;461,348433;237,564912;260,213907;226,880996;270,317156;279,473095;295,61;289,506949;294,0463847;282,5030954
Table.ReadLatency.lucasdb.iot_data_dt;1511043359;50368111;mean;364,047024;253,698144;564,98504;232,178989;278,807346;220,058756;341,106757;274,952706;484,506604;292,829108;330,7170474;315,2658348
Table.ReadLatency.lucasdb.iot_data_dt;1511043389;50368112;mean;381,122994;226,665898;524,892958;266,332399;306,913585;246,026278;464,810925;235,398604;377,664543;377,664954;340,7493138;331,9917853
Table.ReadLatency.lucasdb.iot_data_dt;1511043419;50368113;mean;299,332364;192,024613;413,144995;280,211422;192,765616;253,362189;384,900726;269,610009;327,980285;376,101555;298,9433774;298,0330208
Table.ReadLatency.lucasdb.iot_data_dt;1511043449;50368114;mean;778,218379;248,434278;375,814636;338,20793;183,701914;439,488043;400,655821;284,779666;325,662136;414,65688;378,9619683;353,4624238
Table.ReadLatency.lucasdb.iot_data_dt;1511043479;50368115;mean;575,919284;216,543801;354,992074;244,055885;210,935947;393,907561;411,0094;289,504367;266,273134;447,162748;341,0304201;327,9311213
Table.ReadLatency.lucasdb.iot_data_dt;1511043509;50368116;mean;528,632647;176,287327;325,53825;223,410242;244,004859;278,166433;396,464591;282,237532;245,325458;297,411067;299,7478406;286,569804
Table.ReadLatency.lucasdb.iot_data_dt;1511043539;50368117;mean;497,693258;197,535826;325,604712;213,599947;220,987598;278,921687;327,820513;267,845564;228,015772;337,083779;289,5108656;274,9849465
Table.ReadLatency.lucasdb.iot_data_dt;1511043569;50368118;mean;363,883418;187,782424;337,510928;248,0189;311,560051;336,591724;362,171983;271,851485;246,206703;411,143766;307,6721382;309,724399
Table.ReadLatency.lucasdb.iot_data_dt;1511043599;50368119;mean;346,396102;175,407578;316,955253;250,764803;286,285662;347,944365;294,412977;312,311398;305,627056;392,699534;302,8804728;307,587202
Table.ReadLatency.lucasdb.iot_data_dt;1511043629;50368120;mean;355,257666;193,049477;306,993354;244,654886;356,236411;274,261865;258,327238;299,259977;256,456268;401,914048;294,641119;293,9309581
